timestamp,epoch,train_g_loss,train_c_loss,train_a_loss,train_p_loss,train_e_loss,train_d_loss,train_psnr,train_psnr_std,train_ssim,train_ssim_std,test_psnr,test_psnr_std,test_ssim,test_ssim_std,edge_iou,edge_f1,best_psnr,learning_rate_g,learning_rate_d,batch_size,lambda_content,lambda_adversarial,lambda_perceptual,lambda_edge,runtime_sec,gpu_memory_mb
2025-10-01 15:24:35,1,0.12195243716083555,0.11361483023202623,0.0014683614320752496,0.02851433125106682,0.03647379172541556,0.003142212934607824,22.030513763427734,2.0998473167419434,0.6625503897666931,0.05336253345012665,22.112367630004883,2.2258269786834717,0.6744135618209839,0.051151860505342484,0.6434837579727173,0.7597521543502808,22.112367630004883,0.0002,2e-05,4,1.0,3.0,0.01,0.1,799.6031970977783,961.5263671875
2025-10-01 15:36:16,2,0.11958999120946738,0.11175536654586608,0.0013095115481689124,0.0275044736387652,0.03631045195959414,0.0030491343177445644,22.18230628967285,2.0992543697357178,0.672092854976654,0.05328288674354553,22.10647964477539,2.2143845558166504,0.6801050305366516,0.05149167776107788,0.638738751411438,0.7561870813369751,22.112367630004883,0.0002,2e-05,4,1.0,3.0,0.01,0.1,1500.0015602111816,960.7763671875
2025-10-01 15:49:05,3,0.11753003618826134,0.1100597980016436,0.001200380365275784,0.026761690438099964,0.036014802079561446,0.0030723856992323647,22.29854965209961,2.080353260040283,0.6804930567741394,0.052343256771564484,22.182674407958984,2.185791254043579,0.6835283041000366,0.050885118544101715,0.6359793543815613,0.7534170150756836,22.182674407958984,0.0002,2e-05,4,1.0,3.0,0.01,0.1,2269.1537194252014,961.5263671875
2025-10-01 16:00:43,4,0.11686906204194443,0.10912355836635601,0.0012980148176215491,0.026404226325439296,0.03587417035421848,0.0034221691964705894,22.374326705932617,2.124068021774292,0.6866040229797363,0.05274021252989769,22.145532608032227,2.1908936500549316,0.6870332956314087,0.0517992340028286,0.6467683911323547,0.7618809938430786,22.182674407958984,0.0002,2e-05,4,1.0,3.0,0.01,0.1,2967.031218290329,961.5263671875
2025-10-01 16:12:24,5,0.11506035082306099,0.10766455142953847,0.0011880219122718154,0.0258040431989532,0.035736932992205435,0.003755771436032604,22.492517471313477,2.162539482116699,0.6940397024154663,0.0532991997897625,22.336254119873047,2.319746732711792,0.7013744711875916,0.0537152960896492,0.6486068367958069,0.7635427117347717,22.336254119873047,0.0002,2e-05,4,1.0,3.0,0.01,0.1,3668.0510170459747,960.7763671875
2025-10-01 18:03:55,15,0.10684501701598612,0.0983903155880799,0.0015744756675284816,0.02175218015493826,0.035137526791951625,0.006563079064957552,23.199676513671875,2.099074125289917,0.7313081622123718,0.05008000507950783,22.749126434326172,2.357306957244873,0.7277702689170837,0.05316934362053871,0.6445701718330383,0.7599798440933228,22.749126434326172,0.0002,2e-05,4,1.0,3.0,0.01,0.1,10359.6326110363,961.5263671875
2025-10-01 18:15:14,16,0.1040822803423584,0.09779424233028969,0.0008515804629309505,0.021479655513894195,0.03518500117479999,0.0057521156089093825,23.252376556396484,2.1056368350982666,0.7330737709999084,0.04946690425276756,22.69188690185547,2.349374294281006,0.7283868193626404,0.05271486937999725,0.6510318517684937,0.7653306126594543,22.749126434326172,0.0002,2e-05,4,1.0,3.0,0.01,0.1,11038.667634010315,961.5263671875
2025-10-01 18:26:56,17,0.10376078038137189,0.09690558196749549,0.0010443743930225128,0.021120139610455592,0.03510873725334004,0.007368280160865122,23.318248748779297,2.0895116329193115,0.7371195554733276,0.048696815967559814,22.653018951416016,2.358766794204712,0.7247080206871033,0.05120453983545303,0.6436744928359985,0.7599636912345886,22.749126434326172,0.0002,2e-05,4,1.0,3.0,0.01,0.1,11740.383162260056,960.7763671875
2025-10-01 18:38:33,18,0.10498137250021393,0.09596079502419243,0.0017662995553593373,0.020754416372014556,0.035141344825200864,0.006178881520159788,23.400190353393555,2.0992989540100098,0.7389631271362305,0.048422399908304214,22.794677734375,2.3814520835876465,0.7314893007278442,0.05237944424152374,0.6519951224327087,0.7662571668624878,22.794677734375,0.0002,2e-05,4,1.0,3.0,0.01,0.1,12437.288333177567,961.5263671875
2025-10-01 18:50:07,19,0.10180202596765915,0.09517184791701247,0.0009719398695458163,0.020442728588873114,0.03509931143163123,0.006551908038730559,23.447505950927734,2.068033218383789,0.7422201633453369,0.047825220972299576,22.744873046875,2.462141990661621,0.7283852100372314,0.05333707109093666,0.6498259902000427,0.7644975781440735,22.794677734375,0.0002,2e-05,4,1.0,3.0,0.01,0.1,13131.259061336517,961.5263671875
2025-10-01 19:01:28,20,0.10071504973999058,0.094344472933673,0.0008884090794630411,0.02010182518052661,0.03504331194265055,0.006019144629865148,23.519433975219727,2.061997652053833,0.7447723746299744,0.04715980216860771,22.737220764160156,2.4163694381713867,0.7327080965042114,0.05205715820193291,0.6508620381355286,0.7654173374176025,22.794677734375,0.0002,2e-05,4,1.0,3.0,0.01,0.1,13812.111331224442,960.7763671875
2025-10-01 19:12:46,21,0.09949429248018613,0.09352241926445781,0.0007575445483062828,0.019788924976043114,0.035013503261044084,0.005068043582039056,23.586606979370117,2.069640636444092,0.7471667528152466,0.04705412685871124,22.52897834777832,2.41088604927063,0.7279874086380005,0.056228213012218475,0.6498550176620483,0.7642020583152771,22.794677734375,0.0002,2e-05,4,1.0,3.0,0.01,0.1,14490.611377716064,961.5263671875
2025-10-01 19:23:56,22,0.09972539557136716,0.09287386797906062,0.0010517871527702173,0.01943774449088862,0.035017886743516344,0.005246393817507631,23.64663314819336,2.0426671504974365,0.7480539679527283,0.0470552071928978,22.45140838623047,2.3240861892700195,0.7157477736473083,0.054353926330804825,0.6424577236175537,0.7585086822509766,22.794677734375,0.0002,2e-05,4,1.0,3.0,0.01,0.1,15160.154018163681,961.5263671875
2025-10-01 19:34:58,23,0.09816891284823209,0.09193749569444402,0.0008483022181149994,0.01908489505654086,0.03495661473242956,0.00550751334342819,23.730493545532227,2.0377581119537354,0.7526947259902954,0.04527169093489647,22.6019229888916,2.4473345279693604,0.732519805431366,0.05445104092359543,0.6491401195526123,0.7637724876403809,22.794677734375,0.0002,2e-05,4,1.0,3.0,0.01,0.1,15822.275440216064,960.7763671875
2025-10-01 19:45:57,24,0.09885813270593294,0.09139349007312002,0.001258696651232023,0.018836916407230616,0.03500183565834489,0.006101252587901039,23.78363609313965,2.034801959991455,0.7535188794136047,0.045401498675346375,22.784353256225586,2.399075746536255,0.7370398640632629,0.05350358039140701,0.6479198336601257,0.7628185749053955,22.794677734375,0.0002,2e-05,4,1.0,3.0,0.01,0.1,16481.020236730576,961.5263671875
2025-10-01 19:56:54,25,0.0975797769410359,0.09078420693593146,0.0010362722995172502,0.018651585150827706,0.03500237108371536,0.004969720215700403,23.82819366455078,2.049889326095581,0.7554581761360168,0.0458291731774807,22.74199867248535,2.506444215774536,0.7343087196350098,0.055029161274433136,0.6488230228424072,0.7636961936950684,22.794677734375,0.0002,2e-05,4,1.0,3.0,0.01,0.1,17138.595376491547,961.5263671875
2025-10-01 20:07:52,26,0.09700426031889538,0.0901534378815281,0.0010570548760195817,0.018395637060427215,0.03495701505046356,0.008004945097747003,23.865055084228516,1.9935126304626465,0.7578614354133606,0.045181211084127426,22.679954528808594,2.4107909202575684,0.7327393889427185,0.05382765457034111,0.652107834815979,0.7659482359886169,22.794677734375,0.0002,2e-05,4,1.0,3.0,0.01,0.1,17795.945187091827,960.7763671875
2025-10-01 20:19:04,27,0.09581159636423897,0.08943545418760117,0.0009015153681306796,0.018143406813409608,0.03490162104250929,0.004301465877618354,23.928869247436523,2.0005581378936768,0.7588942050933838,0.044919125735759735,22.672618865966797,2.413346767425537,0.7356927394866943,0.056849993765354156,0.6516807079315186,0.7655094265937805,22.794677734375,0.0002,2e-05,4,1.0,3.0,0.01,0.1,18468.766195058823,961.5263671875
2025-10-01 20:30:30,28,0.09904847592995007,0.08913956553551845,0.0020824622142161836,0.0180193001042382,0.034813305880234235,0.004640756872774276,23.960920333862305,2.0158238410949707,0.7608916759490967,0.043694306164979935,22.689258575439453,2.419198989868164,0.7369686365127563,0.05679592117667198,0.6506288647651672,0.764845609664917,22.794677734375,0.0002,2e-05,4,1.0,3.0,0.01,0.1,19154.400048017502,961.5263671875
2025-10-01 20:42:02,29,0.09622064148123524,0.08846452209331294,0.0013651245200991923,0.017746731571919947,0.03483278468857178,0.005272571034575966,24.01079559326172,1.9778724908828735,0.7628495693206787,0.043489038944244385,22.796785354614258,2.425791025161743,0.7386003732681274,0.054159391671419144,0.6532904505729675,0.7670138478279114,22.796785354614258,0.0002,2e-05,4,1.0,3.0,0.01,0.1,19846.72536802292,960.7763671875
2025-10-01 20:53:20,30,0.09453643850614059,0.08819690473771898,0.0008937647311823934,0.017634681284478138,0.03481892701262827,0.0042343831555227045,24.056215286254883,2.002953290939331,0.7630504369735718,0.04560871794819832,22.58048439025879,2.382429838180542,0.7277237176895142,0.05775943771004677,0.6487083435058594,0.7631111145019531,22.796785354614258,0.0002,2e-05,4,1.0,3.0,0.01,0.1,20524.15226006508,961.5263671875
2025-10-01 21:04:36,31,0.09410693783966224,0.08754492793794172,0.0009708412034583865,0.017470763432848296,0.03474778549401167,0.004694896849936673,24.089569091796875,1.9954017400741577,0.7652780413627625,0.04334639012813568,22.813495635986328,2.4475202560424805,0.7390124797821045,0.05389846861362457,0.649055004119873,0.7638033628463745,22.813495635986328,0.0002,2e-05,4,1.0,3.0,0.01,0.1,21200.03627347946,961.5263671875
2025-10-01 21:16:26,32,0.09291574664358547,0.08664378822077869,0.0008772319052979367,0.017090777268329457,0.034693549072372376,0.004168231549396456,24.178936004638672,1.984663486480713,0.767774224281311,0.04348556324839592,22.674495697021484,2.386131763458252,0.7310183048248291,0.053863588720560074,0.6509618759155273,0.7652884721755981,22.813495635986328,0.0002,2e-05,4,1.0,3.0,0.01,0.1,21910.009984970093,960.7763671875
